HudongItem,relation,NewNode
巨杉,parent taxon,Sequoiadendron
北美红杉,basionym,Taxodium sempervirens
水杉,IUCN conservation status,濒危物种
台湾杉木,IUCN conservation status,濒危物种
落羽杉,basionym,Cupressus disticha
柿,topic's main category,Category:柿属
水松,IUCN conservation status,极危
巨杉,taxon synonym,Sequoia gigantea (Lindl.) Decne.
金松,father,金永成
池杉,parent taxon,落羽松属
日本柳杉,parent taxon,Cryptomeria
灯台树,parent taxon,山茱萸属
滇青冈,instance of,生物分类单元
竹叶青冈,instance of,生物分类单元
石栎,parent taxon,石栎属
北美红杉,IUCN conservation status,濒危物种
水杉,topic's main category,Category:Metasequoia glyptostroboides
落羽杉,IUCN conservation status,无危物种
柿,described by source,俄语百科全书
水松,topic's main category,Category:Glyptostrobus pensilis
巨杉,taxon synonym,Wellingtonia gigantea
金松,spouse,孙志镕
池杉,topic's main category,Category:Taxodium ascendens
日本柳杉,basionym,Cupressus japonica
灯台树,subject has role,基名
水青冈,IUCN conservation status,易危物种
石栎,basionym,Quercus glabra
落羽杉,topic's main category,Category:Taxodium distichum
巨杉,basionym,Wellingtonia gigantea
日本柳杉,this taxon is source of,Japanese cedar wood
灯台树,topic's main category,Category:Cornus controversa
滇青冈,parent taxon,青刚栎属
锥栗,instance of,生物分类单元
板栗,instance of,生物分类单元
槲栎,instance of,生物分类单元
栓皮栎,instance of,生物分类单元
蒙古栎,instance of,生物分类单元
白栎,instance of,生物分类单元
竹叶青冈,parent taxon,青刚栎属
日本柳杉,IUCN conservation status,近危物种
巨杉,IUCN conservation status,濒危物种
日本柳杉,different from,Cryptomeria
巨杉,named after,塞阔雅
锥栗,basionym,Castanopsis henryi
板栗,topic's main category,Category:Castanea mollissima
栓皮栎,this taxon is source of,Quercus Cortex
蒙古栎,IUCN conservation status,无危物种
白栎,named after,C. Fabre-Tonnerre
栓皮栎,topic's main category,Category:Quercus variabilis
蒙古栎,topic's main category,Category:Quercus mongolica
槲栎,endemic to,中华民国
槲栎,topic's main category,Category:Quercus aliena
茶,subclass of,infusion
肉实树,instance of,生物分类单元
茶,subclass of,热饮料
茶,subclass of,stimulant foodstuff
木荷,instance of,生物分类单元
茶梨,instance of,生物分类单元
斜叶榕,instance of,生物分类单元
肉实树,parent taxon,肉实属
茶,subclass of,软性饮料
茶,subclass of,non-alcoholic beverage
木荷,parent taxon,柯树属
集体,subclass of,人类群组
国家,subclass of,政治领土实体
斜叶榕,parent taxon,榕属
茶,part of,蒙古奶茶
集体,subclass of,组织
国家,contains administrative territorial entity,一级行政区
茶,material used,warm water
施肥,subclass of,有机物质
修枝,subclass of,gardening technique
强度,instance of,mechanical property of materials
无,instance of,维基媒体消歧义页
个人,subclass of,item with given name property
集体,has effect,collective process
国家,topic's main Wikimedia portal,Portal:Countries
茶,material used,tea leaves
施肥,fabrication method,composting
修枝,part of,林学
强度,subclass of,应力
中性,instance of,书面作品
国家,topic's main template,Template:Infobox country
茶,topic's main template,Template:Infobox Tea
施肥,use,mulch
壤土,instance of,binder
粘土,instance of,soil type
玄武岩,subclass of,喷出岩
修枝,part of,园艺
中性,genre,历史小说
个人,has quality,个人生活
国家,topic's main category,Category:国家
茶,topic's main template,Template:茶
壤土,instance of,historic building material
粘土,subclass of,泥质结构
玄武岩,award received,Rock of the year
片岩,topic's main category,Category:Schist
板岩,instance of,石头
强度,opposite of,抗压强度
中性,has edition,Middlesex
个人,has quality,化名
茶,topic's main category,Category:茶
施肥,topic's main category,Category:Compost
壤土,instance of,soil type
砂岩,subclass of,psammite
花岗岩,subclass of,natural building material
潮,instance of,人类
粘土,subclass of,malleable material
玄武岩,topic's main category,Category:Basalt
片岩,described by source,亚美尼亚苏维埃百科全书
页岩,topic's main category,Category:Shale
强度,facet of,张力
中性,author,杰佛瑞·尤金尼德斯
个人,has quality,出生日期
茶,described by source,俄语百科全书
施肥,described by source,亚美尼亚苏维埃百科全书
砂岩,subclass of,natural building material
花岗岩,subclass of,intrusive rock
干,instance of,汉姓
石质土,instance of,soil type
粘土,subclass of,sculpture material
玄武岩,described by source,大保利古典学百科全书
片岩,described by source,Encyclopedia of Armenian Nature
中性,publisher,法勒、斯特劳斯和吉鲁
个人,has quality,关系状态
国家,different from,国籍
壤土,described by source,亚美尼亚苏维埃百科全书
沼,instance of,日本汉字字符
石质土,subclass of,Entisol
粘土,topic's main category,Category:Clay
石灰岩,award received,Rock of the year
板岩,award received,Rock of the year
个人,has quality,person property
砂岩,award received,Rock of the year
干,topic's main category,Category:干姓
沼,grade of kanji,常用汉字
粘土,described by source,Nordisk familjebok
石灰岩,has effect,limestone exposure
板岩,topic's main category,Category:Slate
砂岩,topic's main category,Category:Sandstone
花岗岩,material used,月光石
干,described by source,百家姓
粘土,described by source,亚美尼亚苏维埃百科全书
石灰岩,has quality,潮解
个人,has quality,人格性
国家,on focus list of Wikimedia project,Wikipedia:基础条目
壤土,has part,黏土
砂岩,described by source,亚美尼亚苏维埃百科全书
潮,spouse,车氏(李潮妻)
粘土,described by source,Explanatory Dictionary of the Living Great Russian Language
石灰岩,topic's main category,Category:石灰石
茶,on focus list of Wikimedia project,Wikipedia:基础条目
花岗岩,material used,铀
潮,spouse,吕氏(李潮妻)
粘土,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
石灰岩,described by source,亚美尼亚苏维埃百科全书
个人,has quality,性别
国家,category for eponymous categories,Category:按国家分类
潮,child,李贤
粘土,described by source,俄语百科全书
石灰岩,described by source,俄语百科全书
国家,maintained by WikiProject,Wikipedia:国家和地区专题
花岗岩,award received,Rock of the year
潮,child,李兴
粘土,described by source,俄语百科全书
个人,opposite of,社会意识
潮,occupation,书法家
粘土,has part,高岭石
花岗岩,topic's main category,Category:Granite
个人,topic's main category,Category:人物
花岗岩,described by source,大保利古典学百科全书
个人,said to be the same as,自然人
花岗岩,different from,granite
粘土,different from,glaze pottery
个人,category for eponymous categories,Category:以人物命名的分类
个人,on focus list of Wikimedia project,Wikipedia:人权专题
平地,instance of,维基媒体消歧义页
陡坡,part of,单面山
陡坡,topic's main category,Category:断崖
平原,topic's main template,Template:Plain
中山,instance of,人类
阔叶林,instance of,维基媒体消歧义页
东坡,instance of,维基媒体消歧义页
平原,described by source,亚美尼亚苏维埃百科全书
高山,writing system,日本汉字
II,instance of,爱森斯坦质数
中山,country of citizenship,中华民国 (1912–1949)
北坡,instance of,人类
西坡,instance of,人类
高山,different from,Takayama
丘陵,topic's main category,Category:丘陵
II,instance of,索菲热尔曼质数
珊瑚礁,subclass of,bioconstruction
稻田,topic's main category,Category:Paddy fields
II,instance of,阶乘素数
盐田,topic's main category,Category:Salt evaporation ponds
棕壤,instance of,soil type
土壤,subclass of,颗粒材料
灰化土,instance of,soil type
黑土,instance of,soil type
火山灰土,instance of,soil type
珊瑚礁,topic's main category,Category:珊瑚礁
高山,said to be the same as,Takayama
II,instance of,佩兰数列
中山,place of birth,翠亨村
IV,instance of,合数
土壤,subclass of,heterogeneous mixture
灰化土,described by source,亚美尼亚苏维埃百科全书
珊瑚礁,described by source,亚美尼亚苏维埃百科全书
II,instance of,默慈金数
北坡,father,馀豸
西坡,father,陈同
IV,instance of,亏数
银桦,instance of,生物分类单元
麻栎,instance of,生物分类单元
栲,instance of,生物分类单元
苦槠,instance of,生物分类单元
新疆冷杉,instance of,生物分类单元
珊瑚礁,described by source,俄语百科全书
II,instance of,贝尔数
中山,manner of death,自然死亡
北坡,mother,彭氏(馀爌母)
西坡,mother,韩氏(陈爼母)
IV,instance of,平方数
土壤,part of,landscape sphere
珊瑚礁,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
北坡,spouse,夏氏(馀爌妻)
西坡,mother,季氏(陈爼母)
栲,parent taxon,锥栗属
苦槠,parent taxon,锥栗属
西坡,stepparent,牛氏(陈爼继母)
IV,instance of,中心三角形数
麻栎,this taxon is source of,Quercus Cortex
苦槠,basionym,Quercus sclerophylla
新疆冷杉,IUCN conservation status,无危物种
土壤,studied by,土壤科学
II,instance of,普洛尼克数
中山,father,孙达成
西坡,spouse,樊氏(陈爼妻)
IV,instance of,四面体数
银桦,topic's main category,Category:Grevillea robusta
麻栎,topic's main category,Category:Quercus acutissima
新疆冷杉,topic's main category,Category:Abies sibirica
II,instance of,斐波那契质数
中山,sibling,孙眉
西坡,child,陈其常
IV,instance of,2的幂
土壤,has quality,soil temperature
II,instance of,幻数
中山,spouse,卢慕贞
IV,instance of,严格非回文数
土壤,has quality,土壤pH值
II,instance of,2的幂
中山,spouse,陈粹芬
土壤,has quality,redox potential
II,instance of,费波拿契数
中山,spouse,浅田春
土壤,has quality,soil texture
II,instance of,的士数
中山,spouse,大月薰
IV,topic's main category,Category:4 (number)
土壤,has quality,soil porosity
II,instance of,Cantor number
中山,spouse,宋庆龄
中山,child,孙科
土壤,topic's main category,Category:土壤
II,opposite of,二分之一
中山,child,孙婉
土壤,described by source,俄语百科全书
中山,child,宫川富美子
土壤,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
II,used by,2的幂
中山,child,孙娫
大叶紫珠,instance of,生物分类单元
长叶紫珠,instance of,生物分类单元
买麻藤,instance of,生物分类单元
紫珠,instance of,生物分类单元
石梓,instance of,生物分类单元
马尾树,instance of,生物分类单元
土壤,described by source,Explanatory Dictionary of the Living Great Russian Language
II,topic's main category,Category:二
土壤,has part,土层
买麻藤,parent taxon,买麻藤属
泡花树,instance of,生物分类单元
肉豆蔻,instance of,镇静剂
箭毒木,instance of,生物分类单元
假鹊肾树,instance of,生物分类单元
马尾树,parent taxon,Rhoiptelea
土壤,has part,土壤生命
II,different from,second
大叶紫珠,topic's main category,Category:Callicarpa macrophylla
买麻藤,IUCN conservation status,无危物种
肉豆蔻,instance of,肉豆蔻属
紫珠,topic's main category,Category:Callicarpa bodinieri
马尾树,IUCN conservation status,易危物种
土壤,has part,土壤气体
中山,ancestral home,东莞市
泡花树,parent taxon,泡花树属
细基丸,instance of,生物分类单元
肉豆蔻,instance of,食材
箭毒木,parent taxon,见血封喉属
假鹊肾树,parent taxon,鹊肾树属
中山,occupation,政治人物
箭毒木,topic's main category,Category:Antiaris toxicaria
土壤,on focus list of Wikimedia project,WikiProject Climate change
细基丸,parent taxon,暗罗属
细基丸,basionym,Uvaria cerasoides
中山,position held,中华民国非常大总统
中山,position held,中华民国大总统
中山,member of,洪门
中山,educated at,皇仁书院
中山,educated at,普纳荷学校
中山,educated at,意奥兰尼学校
中山,educated at,香港华人西医书院
中山,educated at,博济医学堂
中山,residence,旧金山
中山,residence,Haxell's Hotel
石滩,instance of,人类聚居地
井,subclass of,水体
泉,subclass of,自然地理特征
暗礁,instance of,FFH-Habitat
瀑布,subclass of,自然地理特征
乌苏里江,tributary,松阿察河
嘉陵江,tributary,渠江
乌江,tributary,六冲河
岷江,tributary,锦江
井,subclass of,建筑结构
泉,subclass of,水体
境界,subclass of,规则
瀑布,subclass of,水体
海岸线,subclass of,delimitation
乌苏里江,tributary,帕夫洛夫卡河
乌江,tributary,芙蓉江
中山,member of political party,中国国民党
岷江,tributary,Caopo River
井,topic's main category,Category:水井
港口,subclass of,transport building or structure
大桥,instance of,人类
泉,part of,蓄水层
暗礁,subclass of,undersea landform
海岸线,subclass of,natural geographic entity
乌苏里江,tributary,伊兹维林卡河
乌江,tributary,印江河
长江流域,topic's main category,Category:长江流域
中山,member of political party,中国同盟会
港口,subclass of,设施
大桥,part of,二乔
泉,award received,biotope of the year
境界,topic's main template,Template:Infobox border
暗礁,topic's main category,Category:暗礁
瀑布,has list,瀑布列表
乌苏里江,tributary,阿尔谢尼耶夫卡河
嘉陵江,tributary,永宁河 (嘉陵江支流)
乌江,tributary,甘龙河
中山,religion or world view,公理会
井,described by source,俄语百科全书
港口,topic's main template,Template:Infobox Port
管线,subclass of,pipeline
石环,instance of,香港已消失海湾
泉,followed by,upper course
境界,topic's main category,Category:International borders
乌苏里江,tributary,穆棱河
嘉陵江,tributary,西汉水
乌江,tributary,郁江 (乌江支流)
井,partially coincident with,borehole
港口,topic's main category,Category:港口
城墙,subclass of,防御工事
大桥,father,桥公
瀑布,has quality,体积流率
乌苏里江,tributary,挠力河
乌江,tributary,濯河
岷江,bodies of water basin category,Category:岷江水系
井,has part,轮轴
大桥,sibling,小乔
泉,topic's main template,Template:Infobox spring
境界,different from,边境
乌江,tributary,大溪河
中山,topic's main category,Category:孙中山
井,different from,喷泉
港口,different from,港湾
城墙,topic's main category,Category:城墙
大桥,spouse,孙策
泉,topic's main category,Category:泉
境界,facet of,对外关系
瀑布,topic's main template,Template:Infobox waterfall
乌苏里江,tributary,霍尔河
乌江,tributary,洪渡河
辽河,described by source,Nordisk familjebok
中山,described by source,亚美尼亚苏维埃百科全书
大桥,child,孙绍
泉,described by source,亚美尼亚苏维埃百科全书
瀑布,topic's main category,Category:瀑布
乌苏里江,tributary,Bira
辽河,described by source,俄语百科全书
中山,described by source,Obalky knih.cz
大桥,child,Lady Sun
泉,described by source,Encyclopedia of Armenian Nature
瀑布,described by source,俄语百科全书
乌苏里江,tributary,大乌苏尔卡河
乌江,tributary,石阡河
中山,on focus list of Wikimedia project,Wikipedia:基础条目
大桥,member of,二乔
泉,described by source,俄语百科全书
乌苏里江,tributary,比金河
乌江,tributary,馀庆河
泉,described by source,俄语百科全书
乌苏里江,tributary,Mukhen
乌江,tributary,清水河 (乌江)
乌苏里江,drainage basin,Amur basin
乌江,tributary,偏岩河
海河流域,topic's main template,Template:海河
乌江,tributary,六池河
海河流域,topic's main category,Category:Hai River
乌江,tributary,野济河
海河流域,bodies of water basin category,Category:海河水系
海河流域,described by source,俄语百科全书
乌苏里江,located in the administrative territorial entity,滨海边疆区
乌苏里江,topic's main category,Category:Ussuri River
盘舌蟾科,instance of,生物分类单元
马尾松,instance of,生物分类单元
乌苏里江,bodies of water basin category,Category:Ussuri Basin
乌苏里江,described by source,Larousse Encyclopedia online
黑龙江林蛙,instance of,生物分类单元
盘舌蟾科,parent taxon,始蛙亚目
马尾松,parent taxon,Pinus sect. Pinus
乌江,bodies of water basin category,Category:乌江水系
盘舌蟾科,topic's main category,Category:Discoglossidae
马尾松,IUCN conservation status,无危物种
中国林蛙,instance of,生物分类单元
黑龙江林蛙,parent taxon,蛙属
盘舌蟾科,different from,Alytidae
马尾松,topic's main category,Category:Pinus massoniana
黑龙江林蛙,IUCN conservation status,无危物种
姬蛙科,instance of,生物分类单元
中国林蛙,parent taxon,蛙属
中国林蛙,IUCN conservation status,无危物种
姬蛙科,parent taxon,新蛙亚目
姬蛙科,topic's main category,Category:姬蛙科
麝鼹,instance of,生物分类单元
大蹄蝠,instance of,生物分类单元
麝鼹,parent taxon,麝鼹属
麝鼹,IUCN conservation status,无危物种
艾鼬,instance of,生物分类单元
小灵猫,instance of,生物分类单元
狗獾,instance of,生物分类单元
大蹄蝠,parent taxon,蹄蝠属
大蹄蝠,IUCN conservation status,无危物种
灵猫科,instance of,生物分类单元
食蟹獴,instance of,生物分类单元
熊狸,instance of,生物分类单元
果子狸,instance of,生物分类单元
猫科,instance of,生物分类单元
艾鼬,parent taxon,鼬属
小灵猫,parent taxon,Viverricula
狗獾,parent taxon,獾属
艾鼬,IUCN conservation status,无危物种
小灵猫,IUCN conservation status,无危物种
狗獾,IUCN conservation status,无危物种
灵猫科,parent taxon,猫型亚目
食蟹獴,parent taxon,獴属
野牛,instance of,生物分类单元
驯鹿,instance of,生物分类单元
熊狸,parent taxon,Arctictis
果子狸,parent taxon,Paguma
猫科,parent taxon,Aeluroidea
艾鼬,Status in the Red List of Threatened Species in the Czech Republic,critically endangered
狗獾,award received,Animal of the Year
灵猫科,topic's main category,Category:Viverrids
食蟹獴,IUCN conservation status,无危物种
熊狸,IUCN conservation status,易危物种
果子狸,IUCN conservation status,无危物种
猫科,parent taxon,Feloidea
狗獾,topic's main category,Category:Meles meles
灵猫科,described by source,亚美尼亚苏维埃百科全书
驯鹿,parent taxon,Rangifer
熊狸,topic's main category,Category:Arctictis binturong
猫科,parent taxon,猫型亚目
狗獾,described by source,大保利古典学百科全书
灵猫科,described by source,Great Soviet Encyclopedia (1926–1947)
野牛,taxon synonym,Bos frontalis
驯鹿,this taxon is source of,reindeer fur
熊狸,described by source,俄语百科全书
猫科,topic's main category,Category:猫科
野牛,IUCN conservation status,易危物种
驯鹿,IUCN conservation status,易危物种
猫科,described by source,亚美尼亚苏维埃百科全书
野牛,described by source,俄语百科全书
驯鹿,topic's main category,Category:Reindeer
猫科,described by source,俄语百科全书
驯鹿,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
猫科,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
驯鹿,described by source,俄语百科全书
猫科,different from,mythological feline
驯鹿,described by source,大英百科全书第十一版
猫科,produced sound,purr
驯鹿,described by source,New International Encyclopedia (1902—05)
蓝胸佛法僧,instance of,生物分类单元
灰林鸮,instance of,生物分类单元
长尾林鸮,instance of,生物分类单元
雪鸮,instance of,生物分类单元
短耳鸮,instance of,生物分类单元
长耳鸮,instance of,生物分类单元
蓝胸佛法僧,parent taxon,Coracias
灰林鸮,parent taxon,林鸮属
长尾林鸮,parent taxon,林鸮属
猴耳环,instance of,生物分类单元
山楝,instance of,生物分类单元
大叶山楝,instance of,生物分类单元
翠柏,instance of,生物分类单元
乌榄,instance of,生物分类单元
雪鸮,parent taxon,雕鸮属
蓝胸佛法僧,IUCN conservation status,无危物种
灰林鸮,IUCN conservation status,无危物种
长尾林鸮,IUCN conservation status,无危物种
雪鸮,IUCN conservation status,易危物种
短耳鸮,IUCN conservation status,无危物种
长耳鸮,IUCN conservation status,无危物种
蓝胸佛法僧,topic's main category,Category:Coracias garrulus
灰林鸮,award received,Bird of the Year
长尾林鸮,topic's main category,Category:Strix uralensis
猴耳环,parent taxon,棋子豆属
跳鼠科,instance of,生物分类单元
林跳鼠,instance of,生物分类单元
黄羊,instance of,生物分类单元
五趾跳鼠,instance of,生物分类单元
雪鸮,topic's main category,Category:Bubo scandiacus
长耳鸮,topic's main category,Category:Asio otus
蓝胸佛法僧,described by source,亚美尼亚苏维埃百科全书
灰林鸮,topic's main category,Category:Strix aluco
长尾林鸮,Status in the Red List of Threatened Species in the Czech Republic,critically endangered
山楝,basionym,Aglaia polystachya
翠柏,IUCN conservation status,近危物种
短耳鸮,topic's main category,Category:Asio flammeus
蓝胸佛法僧,Status in the Red List of Threatened Species in the Czech Republic,regionally extinct
猴耳环,basionym,Inga clypearia
跳鼠科,parent taxon,Dipodoidea
林跳鼠,parent taxon,Eozapus
黄羊,parent taxon,原羚属
五趾跳鼠,parent taxon,Orientallactaga
山楝,IUCN conservation status,无危物种
翠柏,topic's main category,Category:Calocedrus macrolepis
短耳鸮,Status in the Red List of Threatened Species in the Czech Republic,not applicable
跳鼠科,means of locomotion,二足行走
林跳鼠,IUCN conservation status,无危物种
黄羊,IUCN conservation status,无危物种
五趾跳鼠,IUCN conservation status,无危物种
山楝,topic's main category,Category:Aphanamixis polystachya
跳鼠科,means of locomotion,quadrupedalism
跳鼠科,gait,hopping gait
跳鼠科,topic's main category,Category:跳鼠科
跳鼠科,described by source,亚美尼亚苏维埃百科全书
跳鼠科,described by source,俄语百科全书
石林,instance of,人类
熔岩流,subclass of,岩浆
植被,subclass of,assembly
盐碱地,instance of,soil type
熔岩流,material used,石头
植被,topic's main template,Template:Vegetation
盐碱地,topic's main category,Category:Alkaline soils
天文台,subclass of,观测台
石林,father,李焘
特殊,instance of,Latin phrase
熔岩流,topic's main category,Category:Lava
植被,topic's main category,Category:植被
天文台,has list,天文台列表
石林,spouse,张氏(李壁妻)
火山地貌,subclass of,自然地理特征
特殊,instance of,jargon word
流域,subclass of,地理地区
干旱,instance of,状态
熔岩流,different from,岩浆
植被,described by source,俄语百科全书
嫩江,tributary,甘河
天文台,topic's main category,Category:天文台
重,instance of,汉姓
杉松,instance of,生物分类单元
柚木,instance of,生物分类单元
岷江冷杉,instance of,生物分类单元
臭冷杉,instance of,生物分类单元
火山地貌,has cause,火山活动
第二松花江,drainage basin,Amur basin
泥石流,described by source,Encyclopedia of Armenian Nature
特殊,discoverer or inventor,经院哲学
流域,topic's main category,Category:流域
干旱,subclass of,meteorological disaster
滑坡,has cause,heavy rain
熔岩流,on focus list of Wikimedia project,Wikipedia:基础条目
植被,has part,plant community
泥石流,different from,Muddy flood
特殊,different from,Sui generis
流域,described by source,亚美尼亚苏维埃百科全书
干旱,has quality,absence
植被,has part,vegetation zone
天文台,described by source,New Encyclopedic Dictionary
巴山冷杉,instance of,生物分类单元
干旱,topic's main category,Category:旱灾
滑坡,has cause,火山喷发类型
嫩江,drainage basin,Amur basin
天文台,different from,观测台
杉松,IUCN conservation status,近危物种
柚木,this taxon is source of,teak
岷江冷杉,subject has role,基名
臭冷杉,basionym,Abies sibirica var. nephrolepis
流域,described by source,Great Soviet Encyclopedia (1926–1947)
干旱,described by source,Bible Encyclopedia of Archimandrite Nicephorus
滑坡,has contributing factor,森林开伐
天文台,different from,magnetic observatory
杉松,topic's main category,Category:Abies holophylla
柚木,described by source,俄语百科全书
臭冷杉,IUCN conservation status,无危物种
滑坡,topic's main category,Category:山崩
天文台,model item,卓瑞尔河岸天文台
巴山冷杉,IUCN conservation status,无危物种
柚木,different from,泰什河
臭冷杉,topic's main category,Category:Abies nephrolepis
干旱,on focus list of Wikimedia project,WikiProject Climate change
滑坡,described by source,Encyclopedia of Armenian Nature
巴山冷杉,topic's main category,Category:Abies fargesii
滑坡,described by source,俄语百科全书
嫩江,described by source,Yuzhakov Big Encyclopedia
滑坡,described by source,New Encyclopedic Dictionary
嫩江,described by source,俄语百科全书
嫩江,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
嫩江,described by source,Great Soviet Encyclopedia (1926–1947)
嫩江,described by source,New Encyclopedic Dictionary
